HISTOGRAM: ../bin/data/BrionFH_salida.xyz.csv
N_puntos: 42384876
N_nodos: 129797
N_nodos_hoja: 97342
MinRadius: 0.1 m
Area_minima: 0.04 m^2

OBSERVADO: 
N_medio_pts/nodo: 435
__min: 0
__max: 1024
Densidad_media: 10885.6
__min: 0
__max: 25600

ESTIMADO: 
N_medio_pts/nodo: 4.78799
Densidad_media: 119.7

x_i n_i x_i*n_i rho_i rho_i*n_i
783 42 32886 19575 822150
784 30 23520 19600 588000
785 45 35325 19625 883125
786 37 29082 19650 727050
787 34 26758 19675 668950
788 38 29944 19700 748600
789 40 31560 19725 789000
790 33 26070 19750 651750
791 33 26103 19775 652575
792 33 26136 19800 653400
793 39 30927 19825 773175
794 33 26202 19850 655050
795 33 26235 19875 655875
796 45 35820 19900 895500
797 39 31083 19925 777075
798 31 24738 19950 618450
799 34 27166 19975 679150
800 28 22400 20000 560000
801 32 25632 20025 640800
802 40 32080 20050 802000
803 29 23287 20075 582175
804 52 41808 20100 1.0452e+06
805 41 33005 20125 825125
806 46 37076 20150 926900
807 46 37122 20175 928050
808 42 33936 20200 848400
809 49 39641 20225 991025
810 33 26730 20250 668250
811 43 34873 20275 871825
812 47 38164 20300 954100
813 27 21951 20325 548775
814 36 29304 20350 732600
815 35 28525 20375 713125
816 39 31824 20400 795600
817 35 28595 20425 714875
818 34 27812 20450 695300
819 35 28665 20475 716625
820 29 23780 20500 594500
821 34 27914 20525 697850
822 25 20550 20550 513750
823 35 28805 20575 720125
824 30 24720 20600 618000
825 47 38775 20625 969375
826 37 30562 20650 764050
827 39 32253 20675 806325
828 23 19044 20700 476100
829 46 38134 20725 953350
830 42 34860 20750 871500
831 43 35733 20775 893325
832 33 27456 20800 686400
833 37 30821 20825 770525
834 31 25854 20850 646350
835 36 30060 20875 751500
836 29 24244 20900 606100
837 42 35154 20925 878850
838 36 30168 20950 754200
839 31 26009 20975 650225
840 41 34440 21000 861000
841 32 26912 21025 672800
842 28 23576 21050 589400
843 41 34563 21075 864075
844 34 28696 21100 717400
845 39 32955 21125 823875
846 31 26226 21150 655650
